gene_name	exontotal
RAB4B-EGLN2	2837
LINC00499	538
BRD3	5623
LINC00840	1969
LOC388553	1161
MYLK-AS1	755
ADAMTS9-AS2	2222
SOCS2-AS1	570
MIR210HG	2301
HIVEP3	14103
UBOX5-AS1	1787
TPTE2P5	4354
UBR7	3683
UNK	5026
LINC00943	2255
PSMA3	987
ATG9A	3806
GSDMC	2700
SPATA31A7	12657
MAGEA10	2738
PHF11	1890
CTSZ	1494
CTSV	4555
SPAG4	1440
KCND3	2685
TPD52	4913
RNPS1	2740
INPP5J	3758
LINC00162	732
SMCHD1	8624
MTHFD1L	3643
RNF20	3922
CNOT10	3209
PKD1L2	8186
IL36G	1207
SNAI1	1703
BPNT1	2498
IRF9	1669
TUBB4A	3057
CD74	1672
ZNF230	4127
THY1	2393
RUNX3	4761
CASP3	2665
NT5C2	3515
MEX3B	3528
TXNDC2	2127
C5orf45	1194
MRPS18A	1183
BIRC6	15628
MICALL1	4479
VWCE	3516
LOC101929413	1999
LOC102503427	661
LOC102477328	636
NAA40	3328
LOC101927181	2065
LINC01338	627
RASGRF2-AS1	535
LOC100500773	1363
LOC101928847	1930
LOC101928823	1304
YBX3	1964
TTC28	11772
SKI	5700
FASTKD2	6931
PDXDC1	6309
ZHX3	9987
SH2D4A	3492
CTNS	6905
PPARA	10040
PLA2G10	993
PIP4K2B	5722
SH3PXD2A	11233
SLC35F6	3906
THG1L	1299
SERPINA6	1487
CBFB	3127
NOB1	1766
EIF4A3	1722
KIAA0195	5432
MRPL20	729
SLC22A5	3270
SORT1	7332
STK24	4974
DMWD	3303
FDX1	3151
ECHS1	1321
TGM5	2754
HDAC4	8949
MEP1A	2915
KCNG4	2760
CREB1	9770
SLCO1A2	7855
PYCARD	770
TBK1	3066
HIGD1B	705
PATL2	1935
ADH5	2642
ADH4	1970
TRIM73	1353
LOC100507384	637
MIR3202-1	80
MIR514B	79
MIR3201	51
MIR3200	84
ST7-OT4	1567
DSCR8	827
LOC101929696	698
SLX1B-SULT1A4	4410
SLX1A-SULT1A3	4410
COL4A5	6461
BRPF1	4714
EID2B	1864
RPS18	2826
ACTR6	2608
MTMR14	2506
GZF1	4736
CDH24	3539
TEX10	3258
GREM2	4181
SHISA3	1969
RGSL1	3738
CNTN2	7647
PRODH	2393
RAB11FIP2	6056
GK2	1865
HMGN5	2119
C5orf30	3007
PDAP1	2681
STK38L	5082
SLC38A7	2761
ZNF479	2062
BTBD6	1982
STRADA	3113
LSAMP	9471
PPP2R2A	3996
FASLG	1855
IL13RA2	1363
VTN	1669
C1QTNF7	4834
GORASP1	3773
C4orf45	812
CACNG7	2340
FRMD8	3740
TMEM204	1906
STX1A	2115
SLC12A1	4777
EEF2K	7394
MTFP1	1274
CDKL3	2249
MRPL51	674
STAM2	5687
SPRY2	2108
ERLIN1	3523
NCOR2	8832
DHX34	4355
KRT6B	2273
FBXL7	4848
FAM110C	3961
GABRG3	2540
SPATA12	2411
ANKRD37	929
COL20A1	4136
KRTAP4-4	1077
BCL7A	3708
C3orf30	1811
FAM149B1	3118
GIMAP1-GIMAP5	2256
RPLP2	488
LHB	520
MRPS33	813
TDP2	1918
SDHA	2374
KSR1	4470
NEK5	2888
MZF1	2915
FAM153B	1774
CNOT1	9063
PRDX5	899
PRKCSH	2760
PRKD1	3659
WDR47	4359
CATIP-AS1	544
LOC100996635	1661
PDLIM7	2262
TTTY22	422
TTTY23	1018
EML3	3233
PRSS38	1238
SLC9C1	4094
STOML3	1990
C2orf81	2225
MYL5	654
MYL4	941
EPB42	2527
ACVR2A	5431
KRTAP9-3	991
TPGS1	1112
DISP2	5024
TMEM86A	3579
CSNK1G1	8151
ACPT	1336
MUL1	2454
SPRY4	5527
C19orf35	2566
TAS2R5	1149
L1TD1	3985
UGT1A5	2340
MLIP	6474
POU2F3	3067
MCM3AP	6166
CD96	4466
SERINC3	2714
METTL14	2096
ANAPC2	2687
ESYT1	4246
DZIP1L	3890
PCGF5	8062
TRIP12	10058
ZNF320	6141
NIPAL1	2184
SUN3	1523
GLIPR1L1	956
BARHL1	1904
BARHL2	1493
NLK	3527
CYB5R4	2231
TLX3	1490
ZBTB26	1908
CYB5R2	1339
METTL15	4408
FANCB	2998
CXorf22	3597
RUNDC1	3823
KRTAP11-1	910
USP17L1P	1592
TTTY1B	1870
TTTY21B	610
NBPF20	17488
ELOVL4	3054
SF3A2	1641
FEZ1	3021
EFR3B	7435
USH1C	3292
ZSCAN25	4341
GTPBP10	7532
KCNJ1	2903
SKOR1	2592
CMYA5	12879
CREBRF	8702
FAM24A	593
IDNK	1808
SLC47A1	3262
IFRD1	4123
LOC101928442	434
ZSWIM3	2969
TMC2	3149
RPL10L	808
C20orf141	749
P4HTM	2273
VHL	4557
DYRK3	2257
PIK3C3	3042
MRAP	1225
OR3A2	1084
UPK1A	1359
CDKN2AIP	2371
DDX60	6035
ANK1	9235
SLCO1B1	2772
PRPF8	7252
MOCS3	3048
LPCAT3	2284
GGH	1483
SOCS2	3915
SRY	886
ZNF593	646
FGF20	1013
CD99	2366
PPIL2	5248
SORCS2	6026
SDR16C5	3030
NRXN3	14356
PSMD2	3143
MACC1	9151
SUMF1	2152
CHURC1	3609
KRTAP17-1	778
TBC1D9	5465
TRIM63	1761
ENPP2	3409
TMEM114	1120
C1QBP	1157
BUB1B	3719
MPL	3633
CIRBP	3256
HSPA9	3489
ZNF282	3713
CXCL9	2541
MIF	558
CTHRC1	1500
LIMS3L	6238
IGSF23	984
STRIP2	5681
ANO5	6639
MGAT4A	8498
UGT3A1	5216
SLC16A2	4135
NCAPD2	4774
KRTAP9-9	980
FOXR1	1147
LINC00925	4191
SNORD7	96
IGBP1P1	574
ZNF658B	8046
MRS2P2	2689
SNORD11	83
SNORD9	102
CYP20A1	10930
IRX1	1854
HIC2	6793
PLXND1	6941
HCAR1	2976
ABHD15	3353
USP17L21	3184
USP17L19	1592
GTF2B	1638
OGFR	2413
SHROOM3	11008
CCDC107	1898
ATP4B	1490
TP53AIP1	3763
AMY2A	1622
CERK	4432
CEP104	6436
TMLHE	4117
VPS35	3268
PLEKHJ1	1209
MANSC1	2293
PRR23D2	3166
MIR671	117
FAM83A	5244
BLOC1S1	999
RPL38	387
ADAMTSL2	4113
CLK2	2124
TESK1	2506
CHRNB4	2442
PAFAH2	3570
TNRC6B	18668
TMEM217	3411
COX11	2726
LOC441454	1380
PMS2	2821
RMRP	267
IL33	2698
HCFC1R1	1275
MAST3	5866
RNASEH1	2095
GJA8	1364
OR12D2	4457
FCER2	1710
KRTAP10-7	1578
WDR20	6603
KRTAP12-2	738
IPMK	6127
SPATA4	1227
SCLT1	3032
LOC100190940	3208
GOLGA8N	5310
GOLGA8K	5169
ZNRF1	4628
TTC16	2870
IL24	1972
FMO5	3167
AKTIP	2212
TMEM88	872
STMN1	3594
FAM47A	2578
E2F7	5728
MEIS1-AS3	4095
PIAS2	7149
MGAM	6436
PI4K2A	4176
CPEB1	3985
ASB13	2801
GSG2	2795
TECR	1218
DNAJC5G	1999
OPN5	3768
RNF149	2961
ZNF318	7996
CRABP1	768
VWF	8781
FBXO4	2277
IL22RA1	2955
PLTP	2207
C1orf85	1845
CISD2	5888
C1orf189	701
THOC2	5571
SEZ6	4279
C2CD2L	3370
CTRB1	865
C21orf62	4117
GP2	2419
MAN2B1	3200
TMEM56-RWDD3	1481
HS6ST3	7802
ORAOV1	2522
MINK1	5008
PCDH1	5608
CYP2B6	3043
CYP2A13	1751
CYP3A7	2069
C16orf59	1618
ATF7IP2	3695
IL10RA	3779
CDS1	4525
FFAR4	3649
HAUS1	1156
ARL8A	1788
SNHG8	809
IFI27L2	463
SNRNP48	4164
PAPLN	5807
TMEM261	2484
CGNL1	7319
EFNB2	4382
FABP3	1093
F2RL2	3427
TRABD	2305
PPL	6216
LPP	18469
EFCAB14	5756
ZNHIT3	2657
PTPRC	7381
FAM129C	2732
SEC31B	4586
PUS1	2076
ZZEF1	11340
MESP1	1160
TMEM260	4247
ZSCAN32	3259
YTHDF1	3247
MAGEB18	1809
FYCO1	8500
NKAP	1576
C2orf47	1505
ULBP3	731
PAGR1	3822
WDR25	2191
CYP2R1	1613
NPPA-AS1	1658
CAMKK1	4452
NPPC	698
FAM83A-AS1	1155
RNGTT	4820
RPL23AP82	1859
LHFPL3-AS2	1828
BAALCOS	494
SCARNA10	329
EMR4P	2716
CSNK1A1P1	1686
LINC00906	3442
LINC00303	1508
GCSAML-AS1	1909
MGC27382	1185
EEF1DP3	571
LINC00319	2999
LINC00494	3587
TUBGCP3	5162
THAP7-AS1	2968
CXADRP3	1607
C3P1	3733
LHFPL3-AS1	1771
ZNF204P	4185
NME9	2121
ZDHHC12	1146
FAM73B	3571
AKAP11	9907
MICB	20633
WBP4	2323
CEP250	8289
NDUFB4	1558
DFFA	3388
CYP8B1	3949
LOC101928440	383
LOXL2	3796
TWF1	3600
ABCA2	8310
NACAP1	702
PPY2	655
TTTY4B	4026
NUP153	6007
PROCR	1480
HCN2	3400
HEXIM1	4784
NAT9	1868
ANAPC13	1871
GSK3A	2168
ZSWIM5	5822
DDX31	3765
RIIAD1	450
ZDBF2	10497
MBD6	4137
SLC39A2	1414
C12orf80	1288
OXER1	1762
OTOS	562
HUS1B	1025
BCL2	6617
CPD	9186
PSME2	818
POP7	930
SCD	5462
GABRE	3143
RORC	3202
MRPL17	2363
SLTM	4126
GPR17	2595
DCK	2598
DBH	2748
CYP51A1	3277
SFTPC	1184
HBG2	580
HADHB	2254
IQSEC2	6949
GAGE12G	2795
BRCA2	11359
SNX4	2516
MTF1	7961
AURKAPS1	1536
RNF126P1	1317
TDH	1348
KCNIP4-IT1	9847
TM4SF20	2290
HS3ST3A1	2525
ZNF17	2675
LRRC1	3166
CDK5R2	2527
ADCY3	4375
ALKBH1	2579
LACTB	3791
ZBTB3	2972
GRAMD4	4298
FEM1B	7120
NDFIP2-AS1	428
LOC100287728	411
RRP8	1744
UFL1	4186
EVI5	7385
SKP1	2834
DHRS7B	1834
DEFB4A	447
PRF1	2531
DHX8	4177
GPX2	1495
ABCC2	5414
TPP1	3520
EPS15	5458
PALD1	4549
SLA	3608
SIPA1	3689
SAYSD1	1918
BRIX1	1263
WRB	1657
POLI	6048
PFN2	2103
MDK	1754
CARTPT	912
NFE2L3	3706
S1PR3	4386
LOC100652824	4007
ZNF879	2599
FBXO28	5446
HSDL1	3662
PRRC2B	11028
PCNX	12883
WDR45B	2577
IRGC	1604
RBMXL1	5084
TEKT3	1775
ABCA12	9315
TANK	2326
LRRC69	1315
ANKRD36	6192
LRRK1	7597
BTBD16	1832
CHST7	2472
CYP26B1	4550
MYH7B	6539
CAPN13	2658
YIPF5	3447
PRAM1	2199
SLC41A2	3534
F8	9177
HTR7	3347
NR2E3	2804
RPS15	527
LEP	3424
SPATA31A5	12666
ZC3H12D	4901
FAM72C	4667
PCDH9	6222
DDX59	2312
ATAT1	19104
HOXA4	1726
SOD1	960
BCS1L	1711
BCR	6904
PVALB	567
LINC01289	3705
TEX29	703
PTCHD2	5193
ZNF565	2214
KLHL1	4139
POLR3GL	1157
HSDL2	3362
FAM71B	2030
LRPAP1	10694
SLC15A1	3104
FBXO22	4293
ZNF490	6093
SLAMF1	2296
GATA3-AS1	3010
VGLL2	2227
LINGO1	2930
EIF3K	871
POTEC	2232
TBC1D12	5736
SEL1L3	4525
MED12L	10306
VPS33A	2590
LOC256880	1984
ITPK1-AS1	4681
AKR7A2P1	1323
PPIP5K2	6211
FBXO38	4177
ZNF677	3488
ZSCAN4	2241
TCTEX1D1	2259
RALGPS2	7571
UBE2E2	1754
KNDC1	6743
ANKDD1A	3097
ENGASE	4480
ZDHHC19	1329
STYK1	2984
TBC1D2	3670
FNDC8	1351
ROCK1	6615
HAO2	1687
UBAP1	3127
IFIT5	4032
CHKB	1618
CRKL	5322
ZNF613	2432
SPAG5	3784
PPP6R2	4085
TAOK1	12061
FAM195A	905
TXNDC11	3035
HS6ST2	4561
FHOD1	3832
TFG	2106
RAD21L1	1794
TFDP3	1679
PRPF18	1695
TCAP	961
UNC13C	8109
CCDC154	2174
ABCG1	3585
CCDC71L	4423
OR7D2	3223
SPPL2C	4364
SIX5	3328
OR2V1	947
SLC6A14	4550
KIRREL	7805
IL23A	1038
WIZ	4160
RBX1	901
RAPGEF2	6796
TBC1D2B	6054
RCBTB1	4020
C19orf57	2412
C1orf35	1282
PRR15L	1515
TBC1D13	3891
BBS7	4263
PAGE2	475
ZNF467	2274
KBTBD12	5263
FAM43B	2581
ERICH1	1794
ATP10D	6527
ATP8B2	6274
MEIOB	1870
C7orf76	2702
GSG1L	5012
FBXL12	1849
ARHGEF38	6077
LINC01164	3379
APTR	1975
SPTY2D1-AS1	1432
ZSWIM8-AS1	1456
LINC01343	2279
FAM153C	1065
ENO1-AS1	444
MAGI2-AS3	9300
STK32A	5294
CCDC134	1268
GPALPP1	1384
GABRQ	1991
LRP1B	16440
PDCD6IP	6628
HLA-DOA	24352
ASTN1	7681
PRKAB1	2394
SLC3A1	2310
AKAP8L	2392
BIRC7	1361
OR1D5	938
TFAP2A	4243
TSPY4	3343
XPR1	8481
ZNF587B	3336
MAGEA10-MAGEA5	1869
EXTL3	6333
TMBIM4	1995
MRPL2	1279
EXOSC1	1142
LNPEP	4776
BAMBI	1721
TFAP2C	2858
CCNC	2295
TFAP2B	5763
TMBIM6	3345
C10orf67	2938
FBXL14	2109
FAM81B	1553
RNA5-8S5	310
PYY2	1068
TMEM210	506
BRE-AS1	1658
FAM228A	1768
FAM134B	3695
MMD2	2849
FGD3	4137
ADORA3	3400
MIR5007	94
MERTK	3607
TACC3	2821
HTR1E	2046
HTR1B	1172
HSD3B1	1676
C17orf102	3995
SLC38A5	1979
SLC25A35	2779
H2AFV	4698
KLRF1	1235
LOC102724927	1376
LOC400553	412
SLFN5	4642
SSX5	1375
NAA38	997
MON1A	2224
OCLM	883
TOR3A	2116
FAM170B-AS1	1994
LINC00339	1384
SNHG3	2342
HERC2P7	1761
LINC00987	2467
KCTD20	5611
PDIA3P1	2098
ENPP3	3140
TOR1A	2101
PTN	1540
CAT	2287
HIST1H2BI	436
HYAL4	2401
EGR1	3134
EIF5	6256
CDK5R1	3852
GNA11	4138
EHHADH	3966
TRAPPC2	2854
OTX1	2946
TRPM5	3904
DAK	4223
GPR179	7969
SLC12A7	5280
RUVBL1	1757
MYF5	1517
TTC4	2383
MS4A5	717
YRDC	1831
NAA35	2634
ZDHHC14	2778
MUCL1	485
SPATA25	717
CBLN4	3104
ZNF776	5289
NR1I2	4550
FXYD1	1050
UBE2U	1127
C19orf18	909
TMC8	4403
NASP	3276
FGA	3910
FGG	1972
UCP1	994
CCDC90B	4413
FAM187B	1177
PARD3-AS1	335
ZBED3	1416
C16orf92	891
STXBP2	1964
GPRC5D	1035
SERPINB11	1909
GALNT1	3827
C19orf80	868
PPM1H	6190
MMADHC	1429
SCARF2	3496
TCEAL8	1209
ALDH16A1	3089
CRELD1	3071
TTLL2	2874
SNORD116-5	192
SNORD116-4	97
SNORD116-3	192
SNORD116-2	193
SNORD116-1	96
SNORD115-23	81
C11orf84	1955
CGB5	877
C9orf37	1449
GAL3ST3	3317
TRAPPC11	4562
TMEM241	2977
IMPG2	8333
TRAPPC2L	624
CPSF3	2367
TCF15	1225
PIK3CG	7347
TIMP2	3650
TIMP1	910
TSPY3	2310
ZMYM5	3463
TRAPPC9	4574
PET100	424
FAM180B	1400
GPN3	1755
NSUN5P1	2039
MIR4763	91
CSN1S2BP	424
CCDC163P	2163
SNORD103B	174
DHX9	4644
OGFOD3	4503
MIR4733	75
WASH5P	1134
C20orf166-AS1	2442
LINC01366	2239
LOC100129620	2541
LOC100129345	1666
LOC647323	1612
MIR4711	69
NECAP2	2073
GAGE12H	2236
TTLL10	3113
METTL21A	4931
ABCB1	4687
MRGPRG	869
TOPAZ1	5314
PTPRQ	7508
C17orf77	2522
SLC37A2	4177
ZBTB8B	4014
CT47B1	1326
PNPLA1	2590
KPNA7	1675
KIAA0825	8255
FCGRT	2094
KRT33B	1600
TSPO2	1040
MGEA5	5186
UBAC2	3302
SNORD59B	74
APPBP2	6486
PCCA-AS1	458
LOC100288181	5681
EXTL1	4003
CSRP3	1457
INHBB	3201
SH3RF3-AS1	2791
MIR519D	87
MIR525	84
LOC100133315	1238
G6PC3	1824
MEG3	10554
LSMEM2	1430
TUBE1	2285
FOPNL	2245
ZNF396	2783
GSTA1	1252
SYNM	10195
STON2	13241
NOD2	4612
ZMYND19	1364
ZNF845	4307
PCED1B	2327
KATNAL1	7657
S1PR5	2507
TLN2	11593
IFNK	1138
UGGT2	4890
ZC3HAV1	7856
TACC1	8274
SCARF1	3511
PRSS58	912
FGF10	624
SSSCA1	650
CYP2J2	1848
CYP2F1	1816
SEL1L	8555
TMEM87A	5183
MAF	6877
SMAD4	8759
KCNMB3	3489
VPS41	4865
CLDN20	1207
LPO	2966
HMX2	1626
HMGN2	1963
LOC101928784	2473
HNRNPH1	2276
NARFL	2080
PQLC3	1948
EFHC1	7209
RAB17	1993
NSUN5P2	1756
LRRC30	905
CCDC144B	8678
PRCD	2236
ADAM1A	2839
FLJ21408	596
LOC401052	1893
ASCC3	11341
JUP	3494
CMBL	4041
PPP1R16B	6240
ABHD16B	1775
XPO4	9862
MIR3616	91
DNAJB8-AS1	1795
LOC100506178	2430
STX18-AS1	2472
LOC100506801	2571
LOC100270679	673
MIR4703	78
MIR3198-2	79
MIR4701	62
LOC400684	948
CTCF	3929
RBM12B	5098
TMEM81	1331
ZNF784	1994
LINC00685	1338
SERPINA4	2004
IPW	4495
MIR605	82
ODC1	2613
FAM86A	2398
HECTD1	9134
CLIP4	5144
DPH5	1799
TPRKB	747
HDDC2	1609
PIH1D2	1448
CCDC67	2652
UHRF2	3703
MTAP	4913
CDC16	2275
GNAQ	6336
GNAI1	3627
NUDT11	2394
SLC4A1AP	2956
UCP2	1638
UCN	613
GRK5	2542
ZNF512B	5905
DUSP12	1243
STK17B	5299
ARPC5	2082
KIAA1324	8162
ZIC2	2972
ZNF41	4370
VPREB1	639
ZDHHC17	4754
TRH	1887
RAI14	5833
SENP6	6618
TXNDC16	4620
UBXN7	4721
TRAF6	8013
ACOT2	2285
IFI44L	5865
OPCML	6537
RARRES2	735
CX3CL1	3270
SORL1	10925
CD80	2750
SNORD55	73
SNORA68	132
LOC101929645	4801
PPP1CB	4990
KBTBD4	2503
CST6	606
CSRP2	895
TGM3	2664
DHDH	1074
SRPX2	2179
TEKT2	1499
CNTN6	3808
FBXL18	8224
PCDHGA10	4730
TOLLIP	3654
VCPIP1	8173
HELZ	13797
TIGIT	2964
GALNTL5	1974
ENTPD7	8542
LOC101928068	4832
NGRN	1758
KCTD12	6236
CCDC124	1077
ABHD8	2085
ARL14	1287
LAMC2	6480
HADHA	3017
RGCC	1103
NOX1	2516
FLVCR1	5929
SWI5	976
IRAK1	3557
CDC42SE2	3650
KIAA1324L	7148
RUNDC3B	4089
PKM	3167
KIAA1143	5138
FHAD1	5059
DCUN1D3	2865
NTAN1	1209
TMED7	4060
SERPINA9	2466
GALNT15	4631
ZNF296	1583
DLST	3551
ZNF781	3138
BTBD10	2498
NICN1	3221
IQCH	5569
PRH1	1167
PCSK6	6309
LOC653653	1159
MRGPRG-AS1	1788
TMEM51-AS1	6974
SSR4P1	2256
UCKL1-AS1	3569
LOC399815	2106
ZNF738	11716
C21orf67	2180
BLVRA	1166
BLVRB	851
INS	642
LDHAL6A	2710
FAM151B	1699
LYPD2	531
PPCS	3702
RPTN	3566
TRAM1	3088
CBX6	3263
ISCU	1167
CTNND2	5805
CDIPT	1900
ZNF23	3233
SPHK1	2463
FERMT3	2537
CYP2B7P	2901
DSCAM	7076
LOC63930	3361
KLHL32	4265
IL1R1	5298
TREX1	3140
FOXRED1	2184
MBNL1-AS1	6654
ZNF788	3766
LOC283922	2302
LINC00282	4121
BMF	4772
MIA-RAB4B	1384
RFFL	4338
PAGE3	622
RNASEK-C17orf49	1901
RAD51L3-RFFL	3897
CT47A5	11610
TAS2R30	959
OLFM1	3846
ZNF35	2645
PLBD1	1921
KANK4	5467
EDIL3	4749
NKX2-6	904
PACSIN3	2126
OTUD1	3112
PPP1R13L	3164
C3orf80	2577
PABPN1L	1300
GEMIN8	3254
EPHA10	6626
C6orf201	3060
ZNF154	11765
MCC	9246
HOOK2	2587
PPCDC	2213
HOXC8	2286
CHPF	3171
CLEC4E	2152
PSTPIP2	3009
NUDT16L1	1417
WDR87	9096
SH3BP4	5177
C10orf76	4075
PRKAB2	5454
WNT2	2901
WEE1	4035
FXR1	8891
GPX5	2894
EIF4EBP2	7528
RPL18	880
SH3BGRL	2058
CRTAM	2412
POC1B-GALNT4	5492
EPPIN-WFDC6	1857
SNAR-A13	242
XIRP2	13008
C6orf99	635
CAMLG	2238
TKTL1	2886
RPL17-C18orf32	2041
MCTP2	8579
LOXL1-AS1	2839
HTR3E	2514
SUFU	5333
F9	2794
WAS	1818
RDH16	1719
OR5F1	944
OR6A2	1383
LY6D	799
FAM193A	5183
CHI3L1	1827
COLCA2	1776
ATXN3L	1750
C15orf56	2125
FGF4	1217
FGF2	6771
CSNK2A1	2822
H2AFZ	942
SUB1	3502
LOC285762	3463
LOC283214	1500
LINC00992	3085
ZEB2-AS1	425
AASDH	3891
NDUFA9	1598
NDUFB8	946
SLC35D2	3076
P2RX6	2732
FREM3	6615
EFHD1	2102
FETUB	1620
CRH	1432
PDGFRB	5691
DYNLT3	2211
FUT4	6047
DDX46	5657
MIR451B	67
KRTAP24-1	1649
SMARCA5-AS1	1145
MUT	3873
MTTP	4071
FOXS1	1317
HNF4G	4083
TMEM41A	2822
WNT11	1922
MCM6	3770
ABHD6	2384
MYH15	7032
RBM12B-AS1	708
PRORSD1P	2152
FLJ26850	1433
TREML3P	1132
SLFN11	5269
GAGE12C	3354
ZSCAN20	4210
NCAPH	6041
C17orf96	3228
PLEKHM1	10574
HLA-L	24548
FAM66D	1065
LOC283575	2935
LOC102724190	1814
LOC102724153	2140
MSL2	4767
CHM	7918
APOOP5	1050
SSX7	1332
GUSBP4	763
MT1DP	565
POLR2J4	6450
SCAND2P	4504
LOC728554	1821
FAM138B	1127
FAM138F	2254
FAM138A	2254
YIPF1	1891
LOC146513	2058
SPINK13	504
LINC01021	1101
LINC00886	3334
LINC01125	1359
LOC339666	1554
LINC01349	818
PPIAL4G	737
SPATA31D4	4919
NT5C1B-RDH14	2977
TMEM200B	2613
PTPRT	12662
PGD	1924
INPP5A	2922
LPIN2	6209
ADAM21	2662
FTH1	1225
FRK	2841
DLAT	4332
TTC19	3626
CDKAL1	3255
TBC1D22B	3449
DPP7	1604
HEXIM2	1326
CYB5D1	3742
CRTAP	6644
LRRC41	2938
CREB3	1842
OSTF1	1303
GPRIN2	1820
KCNC1	8362
OPN1MW2	2554
SYCN	480
LOC101928894	930
PROB1	3250
ZNF850	7716
AVL9	2337
JADE3	4985
ARL6IP1	2258
PMPCA	2158
DEXI	1499
PRSS57	1048
URI1	3559
DPT	1724
KDSR	5188
DPP4	3874
CCL18	767
SNCG	821
CCL11	922
SNCB	1443
IFNB1	839
TCF3	4803
LCE2C	591
AZU1	907
CINP	974
MRPL21	702
DHFR	3911
MTSS1	5158
ZNF507	7711
TINF2	2785
WDR6	4253
GPRASP2	3970
MBTPS1	4357
HBQ1	650
HBE1	813
KPTN	1768
VPS8	5000
CISD1	2105
C9orf91	4347
LCORL	7721
IFNE	1473
P2RY12	2395
BEGAIN	2800
C14orf166	1043
SBDS	1600
UBR1	7698
BRWD3	12752
ARR3	1292
HNRNPM	2556
NAB2	2704
HIST1H1A	780
ANP32B	1609
LIN37	1141
KIF13B	8726
ARL15	2481
SCYL3	3076
SLCO4C1	5319
NIM1K	3270
OR5AC2	929
SLC39A4	2628
AMOTL1	8986
LOC101928944	1544
LOC101928989	1392
ATP5D	1080
LOC101929497	492
CD79A	1253
RASSF9	1794
SOX3	2073
FEZ2	2083
IARS2	3526
RABGEF1	5403
OLFM2	1855
ZBTB32	1954
MITD1	903
HLA-DRB6	1560
PRSS3P2	857
SNORD108	68
TNXA	16620
NOX5	3108
LIMK1	3509
CHRNB3	1947
CHRNB2	5712
ATP2A2	8294
ANKRD36B	5942
DNAL1	8561
INPP5E	3370
PHRF1	5545
CDIP1	2880
PRICKLE4	1638
MS4A7	3001
NEUROD4	3954
BCL11A	7441
TLR4	5777
FAM177A1	3501
FAM109A	3252
ZNF792	3884
SWSAP1	1660
MAGEA6	1759
DNMT3L	1694
HOOK3	14418
FSCN3	1884
PCNXL2	6783
INMT-FAM188B	3165
KCNJ11	3567
PGBD1	3128
COL4A4	10293
RABEPK	1655
DRG1	1441
LLGL1	4201
PRDM14	2336
ZKSCAN3	4835
ATP10A	5213
ERVV-1	2489
AMOT	7373
SEMA3G	4684
THUMPD2	2334
SLC2A2	3428
COL10A1	3287
LINC00877	2308
GABRR2	2072
ZNF671	2430
HDAC11	3005
NUCKS1	6457
MRFAP1	2610
EBF2	4856
TRMT1	2345
STXBP5	9324
SLC12A9	3552
TMEM107	1770
ZNF335	4424
UTS2	750
LHPP	1678
TIA1	4640
KAAG1	1381
FRS3	2172
CPLX1	2136
GPR19	1739
DYNC1LI2	4323
MIR6868	57
MIR8069	255
MIR6875	71
MIR8068	67
MIR6874	70
MIR8067	76
MIR8066	77
MIR6873	310
MIR6872	61
MIR8065	99
MIR6871	55
MIR8064	89
MIR6870	59
MIR6869	61
MIR8062	84
MIR8063	80
MIR8061	74
LOC101927379	1640
MIR6867	66
MIR8059	80
MIR6866	68
C9orf9	714
SPATA2	4300
NUDT2	1070
CLDN3	1273
CLDN4	1830
MAPRE1	2616
HSD17B12	2534
NDUFA1	483
NCAM2	4984
NAP1L3	2757
DNAH5	15494
SUPT6H	5840
MXD4	3767
MGST3	1512
GCM2	2360
ZBTB8A	7363
PTGES	1784
BAG5	5251
GSTP1	951
GSTA2	1302
PKD1	14092
TRA2A	2224
PI4KAP2	2255
ADIPOQ-AS1	3439
HOXA10-AS	1158
BRWD1-AS1	688
SLC6A1-AS1	581
KCNQ5-AS1	1096
ATP2B1	6912
RAPGEF4	5108
C7orf25	1823
GMPS	2440
MYL12A	1225
LRRN1	3821
RBM15	3428
C1orf123	1076
RMND5B	2094
KIF17	4083
ITGA3	5001
DOK2	1765
PLK3	2343
COASY	3389
ZNF629	6084
LAMTOR2	677
CCDC85C	5665
TTLL6	3558
TBC1D31	3482
ITGA4	6048
KIR3DL1	1892
PRSS22	1380
MRPL34	966
HDHD2	2178
CCNT2	7000
PLXNC1	7557
LINC00955	2480
LOC285819	2900
RBM26-AS1	2464
LOC644554	1053
LINC00511	2260
LINC01122	4282
PRKAG2-AS1	788
TBX5-AS1	3635
CACNA1G-AS1	1431
LOC100507443	434
HOXD-AS2	689
LOC100128993	1006
LOC284933	1403
PRR7-AS1	1596
RNASEH1-AS1	1370
GNA14	2484
DPM2	1542
SEC62	6533
SLC6A11	1977
MAB21L2	2768
IFITM2	728
CORT	1229
KCNJ8	2386
RUNX1	7971
DYNLL1	980
SOCS1	1214
NUMB	3631
MAGEA12	1939
HCFC1	8400
STK10	6000
SIGLEC5	2514
MTMR1	2716
TAF1B	2284
TFIP11	2910
CSPG4	8280
CHRM5	3036
LYRM1	1923
C19orf24	892
DOLPP1	2168
APOBEC3A	1439
TM9SF4	3960
BAP1	3684
GSPT2	2845
ENOX1	3105
PRSS50	1341
TNFRSF21	3636
BBS9	3996
SIT1	1231
THUMPD1	4409
PIGG	5156
LOC101927120	2897
LOC285740	2820
LOC101927123	922
LOC101929653	4327
LOC101929718	1394
PCDHB7	3755
PCDHB6	3029
PCDHB4	3871
SNORA70E	134
POLR2H	1764
PCSK7	3898
