gene_name	transcript_id	halflife	FPKM
PAIP1	NM_006451	6.32 	5.59119
PAIP2	NM_001033112	4.80 	34.9001
PAIP2	NM_016480	4.80 	34.9001
PAK1	NM_002576	9.70 	12.8344
PAK1IP1	NM_017906	5.45 	9.6603
PAK2	NM_002577	8.97 	10.403
PAK3	NM_002578	N.D.	0.0164971
PAK4	NM_001014835	6.13 	9.6615
PAK4	NM_001014834	6.13 	9.6615
PAK4	NM_005884	6.13 	9.6615
PAK4	NM_001014832	6.13 	9.6615
PAK4	NM_001014831	6.13 	9.6615
PAK6	NM_020168	N.D.	0.0320901
PAK7	NM_020341	N.D.	0
PAK7	NM_177990	N.D.	0
PALB2	NM_024675	2.53 	2.46835
PALD1	NM_014431	3.17 	0.00887265
PALLD	NM_016081	5.82 	52.7616
PALM	NM_001040134	6.67 	17.0881
PALM	NM_002579	6.67 	17.0881
PALM2	NM_001037293	3.08 	0.363979
PALM2	NM_053016	3.08 	0.363979
PALM2-AKAP2	NM_007203	3.70 	2.55982
PALM2-AKAP2	NM_147150	3.70 	2.55982
PALMD	NM_017734	2.33 	0.0232481
PAM	NM_000919	>24	87.6994
PAM	NM_138822	>24	87.6994
PAM	NM_138766	>24	87.6994
PAM	NM_138821	>24	87.6994
PAM16	NM_016069	6.00 	12.0822
PAMR1	NM_015430	N.D.	41.6416
PAMR1	NM_001001991	N.D.	41.6416
PAN2	NM_014871	3.23 	2.76948
PAN3	NM_175854	3.23 	3.38224
PANK1	NM_138316	2.35 	0.955875
PANK1	NM_148977	2.35 	0.955875
PANK1	NM_148978	2.35 	0.955875
PANK2	NM_153638	2.99 	9.77186
PANK2	NM_153640	2.99 	9.77186
PANK2	NM_024960	2.99 	9.77186
PANK3	NM_024594	3.45 	4.50429
PANK4	NM_018216	2.99 	7.0166
PANX1	NM_015368	3.57 	7.12873
PANX2	NM_052839	3.77 	1.9052
PANX3	NM_052959	N.D.	0
PAOX	NM_152911	N.D.	2.62798
PAOX	NM_207127	N.D.	2.62798
PAOX	NM_207128	N.D.	2.62798
PAPD4	NM_173797	3.17 	8.46437
PAPD5	NM_001040285	2.67 	2.1922
PAPD5	NM_001040284	2.67 	2.1922
PAPD7	NM_006999	2.50 	5.57465
PAPL	NM_001004318	N.D.	0.0137435
PAPLN	NM_173462	2.35 	1.00487
PAPOLA	NM_032632	14.31 	22.5859
PAPOLB	NM_020144	N.D.	0.0130946
PAPOLG	NM_022894	2.56 	1.36614
PAPPA	NM_002581	2.99 	20.7386
PAPPA2	NM_021936	N.D.	0.112315
PAPPA2	NM_020318	N.D.	0.112315
PAPSS1	NM_005443	16.36 	16.0139
PAPSS2	NM_004670	15.00 	53.6907
PAPSS2	NM_001015880	15.00 	53.6907
PAQR3	NM_001040202	7.39 	4.0218
PAQR4	NM_152341	3.85 	1.67994
PAQR5	NM_017705	5.25 	0.42624
PAQR6	NM_024897	2.47 	0.489121
PAQR6	NM_198406	2.47 	0.489121
PAQR7	NM_178422	2.67 	13.8298
PAQR8	NM_133367	N.D.	0.986099
PAQR9	NM_198504	N.D.	0
PARD3	NM_019619	2.78 	8.18094
PARD3B	NM_057177	2.90 	5.73882
PARD3B	NM_205863	2.90 	5.73882
PARD3B	NM_152526	2.90 	5.73882
PARD6A	NM_016948	N.D.	0.642801
PARD6A	NM_001037281	N.D.	0.642801
PARD6B	NM_032521	2.02 	0.194769
PARD6G	NM_032510	2.82 	2.22369
PARG	NM_003631	4.83 	2.56787
PARK2	NM_013988	N.D.	0.289485
PARK2	NM_013987	N.D.	0.289485
PARK2	NM_004562	N.D.	0.289485
PARK7	NM_007262	>24	194.959
PARL	NM_018622	10.10 	16.9035
PARL	NM_001037639	10.10 	16.9035
PARM1	NM_015393	N.D.	0.0372097
PARN	NM_002582	5.87 	14.0628
PARP1	NM_001618	20.28 	14.5659
PARP10	NM_032789	N.D.	5.35327
PARP11	NM_020367	N.D.	1.77439
PARP12	NM_022750	8.52 	2.37865
PARP14	NM_017554	9.07 	5.4149
PARP15	NM_152615	N.D.	0.0161772
PARP16	NM_017851	4.00 	3.01838
PARP2	NM_005484	8.17 	6.26583
PARP2	NM_001042618	8.17 	6.26583
PARP3	NM_001003931	12.57 	6.99977
PARP3	NM_005485	12.57 	6.99977
PARP4	NM_006437	10.67 	12.1823
PARP6	NM_020214	3.28 	9.01017
PARP8	NM_024615	2.56 	0.777642
PARP9	NM_031458	4.83 	9.46607
PARPBP	NM_017915	2.90 	1.03136
PARS2	NM_152268	2.04 	2.13088
PARVA	NM_018222	3.57 	37.699
PARVB	NM_013327	4.00 	19.46
PARVB	NM_001003828	4.00 	19.46
PARVG	NM_022141	N.D.	0
PASD1	NM_173493	N.D.	0
PASK	NM_015148	3.33 	0.480997
PATE1	NM_138294	N.D.	0
PATE2	NM_212555	N.D.	0
PATL1	NM_152716	8.52 	13.4917
PATZ1	NM_032050	2.25 	4.78757
PATZ1	NM_032052	2.25 	4.78757
PATZ1	NM_032051	2.25 	4.78757
PATZ1	NM_014323	2.25 	4.78757
PAWR	NM_002583	3.33 	12.3295
PAX1	NM_006192	N.D.	0
PAX2	NM_003988	N.D.	0
PAX2	NM_003990	N.D.	0
PAX2	NM_003987	N.D.	0
PAX2	NM_000278	N.D.	0
PAX2	NM_003989	N.D.	0
PAX3	NM_000438	N.D.	3.07881
PAX3	NM_181457	N.D.	3.07881
PAX3	NM_181460	N.D.	3.07881
PAX3	NM_181458	N.D.	3.07881
PAX3	NM_013942	N.D.	3.07881
PAX3	NM_181459	N.D.	3.07881
PAX3	NM_181461	N.D.	3.07881
PAX4	NM_006193	N.D.	0
PAX5	NM_016734	N.D.	0
PAX6	NM_000280	2.17 	0.0756414
PAX6	NM_001604	2.17 	0.0756414
PAX7	NM_013945	N.D.	0
PAX7	NM_002584	N.D.	0
PAX8	NM_003466	2.53 	0.691166
PAX8	NM_013992	2.53 	0.691166
PAX8	NM_013952	2.53 	0.691166
PAX8	NM_013953	2.53 	0.691166
PAX9	NM_006194	2.13 	0.0117868
PAXIP1	NM_007349	3.28 	2.54184
PBDC1	NM_016500	N.D.	16.8406
PBK	NM_018492	8.40 	2.18219
PBLD	NM_001033083	3.64 	2.67332
PBLD	NM_022129	3.64 	2.67332
PBOV1	NM_021635	N.D.	0.0238492
PBRM1	NM_018313	8.52 	5.60004
PBX1	NM_002585	3.28 	17.0747
PBX3	NM_006195	2.60 	15.2415
PBX4	NM_025245	2.35 	0.442463
PBXIP1	NM_020524	9.50 	46.9751
PC	NM_022172	3.64 	2.63126
PC	NM_001040716	3.64 	2.63126
PC	NM_000920	3.64 	2.63126
PCBD1	NM_000281	>24	38.3302
PCBD2	NM_032151	3.33 	1.97229
PCBP1	NM_006196	6.27 	149.749
PCBP2	NM_005016	>24	76.7883
PCBP2	NM_031989	>24	76.7883
PCBP3	NM_020528	N.D.	3.46858
PCBP4	NM_033010	10.89 	19.4385
PCBP4	NM_033008	10.89 	19.4385
PCBP4	NM_020418	10.89 	19.4385
PCCA	NM_000282	2.70 	4.94943
PCCB	NM_000532	>24	16.4289
PCDH1	NM_032420	N.D.	0.491576
PCDH1	NM_002587	N.D.	0.491576
PCDH10	NM_020815	N.D.	6.17145
PCDH10	NM_032961	N.D.	6.17145
PCDH11X	NM_032967	11.53 	0
PCDH11X	NM_032969	11.53 	0
PCDH11X	NM_032968	11.53 	0
PCDH11X	NM_014522	11.53 	0
PCDH11Y	NM_032972	17.65 	0
PCDH11Y	NM_032973	17.65 	0
PCDH11Y	NM_032971	17.65 	0
PCDH12	NM_016580	N.D.	0.0135001
PCDH15	NM_033056	N.D.	0
PCDH17	NM_001040429	3.28 	0
PCDH18	NM_019035	N.D.	15.5323
PCDH19	NM_020766	N.D.	0
PCDH20	NM_022843	N.D.	0
PCDH7	NM_002589	3.51 	3.55463
PCDH7	NM_032456	3.51 	3.55463
PCDH7	NM_032457	3.51 	3.55463
PCDH8	NM_002590	N.D.	0.036385
PCDH8	NM_032949	N.D.	0.036385
PCDH9	NM_020403	2.99 	0.672558
PCDH9	NM_203487	2.99 	0.672558
PCDHA1	NM_031410	N.D.	0.0308069
PCDHA1	NM_018900	N.D.	0.0308069
PCDHA1	NM_031411	N.D.	0.0308069
PCDHA10	NM_018901	N.D.	0.0217995
PCDHA10	NM_031860	N.D.	0.0217995
PCDHA10	NM_031859	N.D.	0.0217995
PCDHA11	NM_018902	N.D.	0.0102152
PCDHA11	NM_031861	N.D.	0.0102152
PCDHA12	NM_031864	N.D.	0.0157564
PCDHA12	NM_018903	N.D.	0.0157564
PCDHA13	NM_031865	N.D.	3.67138e-230
PCDHA13	NM_018904	N.D.	3.67138e-230
PCDHA2	NM_018905	N.D.	3.92836e-237
PCDHA2	NM_031495	N.D.	3.92836e-237
PCDHA3	NM_031497	N.D.	0.0925717
PCDHA3	NM_018906	N.D.	0.0925717
PCDHA4	NM_031500	N.D.	0.140552
PCDHA4	NM_018907	N.D.	0.140552
PCDHA5	NM_031501	N.D.	2.73447e-244
PCDHA5	NM_018908	N.D.	2.73447e-244
PCDHA6	NM_018909	N.D.	0.048098
PCDHA6	NM_031848	N.D.	0.048098
PCDHA6	NM_031849	N.D.	0.048098
PCDHA7	NM_031852	N.D.	0.185664
PCDHA7	NM_018910	N.D.	0.185664
PCDHA8	NM_018911	N.D.	0.0158972
PCDHA8	NM_031856	N.D.	0.0158972
PCDHA9	NM_014005	N.D.	0.023169
PCDHA9	NM_031857	N.D.	0.023169
PCDHAC1	NM_031882	N.D.	0.0277143
PCDHAC1	NM_018898	N.D.	0.0277143
PCDHAC2	NM_031883	N.D.	0.0122215
PCDHAC2	NM_018899	N.D.	0.0122215
PCDHB1	NM_013340	N.D.	0
PCDHB10	NM_018930	N.D.	0.742607
PCDHB11	NM_018931	N.D.	0.201811
PCDHB12	NM_018932	N.D.	0.0700572
PCDHB13	NM_018933	N.D.	0.327122
PCDHB14	NM_018934	N.D.	0.966828
PCDHB15	NM_018935	N.D.	0.396845
PCDHB16	NM_020957	N.D.	0.372165
PCDHB2	NM_018936	N.D.	0.755149
PCDHB3	NM_018937	N.D.	0.214941
PCDHB4	NM_018938	N.D.	0.0910568
PCDHB5	NM_015669	N.D.	0.354251
PCDHB6	NM_018939	N.D.	0.328211
PCDHB7	NM_018940	N.D.	0.670964
PCDHB8	NM_019120	N.D.	0.121574
PCDHB9	NM_019119	N.D.	0.319834
PCDHGA1	NM_031993	9.09 	0.899193
PCDHGA1	NM_018912	9.09 	0.899193
PCDHGA10	NM_032090	9.71 	3.52649
PCDHGA10	NM_018913	9.71 	3.52649
PCDHGA11	NM_032091	10.88 	3.54033
PCDHGA11	NM_018914	10.88 	3.54033
PCDHGA11	NM_032092	10.88 	3.54033
PCDHGA12	NM_032094	10.92 	5.22486
PCDHGA12	NM_003735	10.92 	5.22486
PCDHGA2	NM_018915	9.27 	2.62114
PCDHGA2	NM_032009	9.27 	2.62114
PCDHGA3	NM_018916	9.27 	1.77226
PCDHGA3	NM_032011	9.27 	1.77226
PCDHGA4	NM_018917	9.26 	3.18553
PCDHGA4	NM_032053	9.26 	3.18553
PCDHGA5	NM_032054	9.45 	0.956057
PCDHGA5	NM_018918	9.45 	0.956057
PCDHGA6	NM_032086	9.33 	1.99685
PCDHGA6	NM_018919	9.33 	1.99685
PCDHGA7	NM_032087	9.74 	2.77368
PCDHGA7	NM_018920	9.74 	2.77368
PCDHGA8	NM_032088	9.64 	0.435685
PCDHGA8	NM_014004	9.64 	0.435685
PCDHGA9	NM_032089	9.71 	0.786428
PCDHGA9	NM_018921	9.71 	0.786428
PCDHGB1	NM_032095	9.14 	1.12119
PCDHGB1	NM_018922	9.14 	1.12119
PCDHGB2	NM_018923	9.20 	2.23014
PCDHGB2	NM_032096	9.20 	2.23014
PCDHGB3	NM_032097	9.57 	1.00992
PCDHGB3	NM_018924	9.57 	1.00992
PCDHGB4	NM_032098	9.64 	4.75534
PCDHGB4	NM_003736	9.64 	4.75534
PCDHGB5	NM_018925	9.64 	8.95294
PCDHGB5	NM_032099	9.64 	8.95294
PCDHGB6	NM_032100	9.52 	1.55981
PCDHGB6	NM_018926	9.52 	1.55981
PCDHGB7	NM_032101	10.50 	7.93728
PCDHGB7	NM_018927	10.50 	7.93728
PCDHGC3	NM_032402	N.D.	54.4027
PCDHGC3	NM_032403	N.D.	54.4027
PCDHGC3	NM_002588	N.D.	54.4027
PCDHGC4	NM_032406	N.D.	0.0890805
PCDHGC4	NM_018928	N.D.	0.0890805
PCDHGC5	NM_032407	N.D.	0.147658
PCDHGC5	NM_018929	N.D.	0.147658
PCED1A	NM_022760	2.63 	14.5319
PCED1B	NM_138371	N.D.	3.63277
PCF11	NM_015885	2.53 	3.94745
PCGF1	NM_032673	2.90 	8.1387
PCGF2	NM_007144	11.11 	21.4853
PCGF3	NM_006315	3.03 	6.72967
PCGF5	NM_032373	8.67 	8.10824
PCGF6	NM_001011663	3.45 	3.74644
PCGF6	NM_032154	3.45 	3.74644
PCID2	NM_018386	4.89 	17.08
PCIF1	NM_022104	3.64 	9.62257
PCK1	NM_002591	N.D.	0
PCK2	NM_001018073	18.86 	55.5499
PCK2	NM_004563	18.86 	55.5499
PCM1	NM_006197	3.57 	7.22254
PCMT1	NM_005389	16.89 	37.6417
PCMTD1	NM_052937	2.35 	9.69874
PCMTD2	NM_018257	5.28 	8.07416
PCNA	NM_002592	9.66 	30.3677
PCNA	NM_182649	9.66 	30.3677
PCNP	NM_020357	13.20 	33.8815
PCNT	NM_006031	3.08 	1.92807
PCNX	NM_014982	4.00 	3.70477
PCNXL2	NM_014801	3.03 	1.40819
PCNXL4	NM_022495	3.39 	11.2722
PCOLCE	NM_002593	>24	341.631
PCOLCE2	NM_013363	10.36 	0.120663
PCP2	NM_174895	2.15 	0.0611815
PCP4	NM_006198	N.D.	0
PCSK1	NM_000439	N.D.	0.00556738
PCSK1N	NM_013271	N.D.	0.828415
PCSK2	NM_002594	N.D.	0.00691287
PCSK4	NM_017573	N.D.	0.595125
PCSK5	NM_006200	N.D.	0.795652
PCSK6	NM_002570	3.51 	0.168931
PCSK6	NM_138322	3.51 	0.168931
PCSK6	NM_138320	3.51 	0.168931
PCSK6	NM_138321	3.51 	0.168931
PCSK6	NM_138325	3.51 	0.168931
PCSK6	NM_138323	3.51 	0.168931
PCSK6	NM_138324	3.51 	0.168931
PCSK6	NM_138319	3.51 	0.168931
PCSK7	NM_004716	4.00 	15.1263
PCSK9	NM_174936	6.35 	0.433885
PCTP	NM_021213	2.67 	4.0387
PCYOX1	NM_016297	17.27 	30.1329
PCYOX1L	NM_024028	2.17 	3.35198
PCYT1A	NM_005017	6.00 	15.6807
PCYT1B	NM_004845	N.D.	0.0196266
PDAP1	NM_014891	7.43 	24.1225
PDC	NM_022576	N.D.	0.0274322
PDC	NM_002597	N.D.	0.0274322
PDCD1	NM_005018	N.D.	0
PDCD10	NM_007217	3.13 	18.5189
PDCD10	NM_145859	3.13 	18.5189
PDCD10	NM_145860	3.13 	18.5189
PDCD11	NM_014976	7.08 	5.58114
PDCD1LG2	NM_025239	N.D.	9.41565
PDCD2	NM_002598	10.86 	12.252
PDCD2	NM_144781	10.86 	12.252
PDCD2L	NM_032346	5.20 	3.24832
PDCD4	NM_014456	4.00 	16.8675
PDCD4	NM_145341	4.00 	16.8675
PDCD5	NM_004708	3.70 	38.7241
PDCD6	NM_013232	9.00 	57.9325
PDCD6IP	NM_013374	11.11 	20.8926
PDCD7	NM_005707	2.94 	10.1961
PDCL	NM_005388	2.86 	7.39894
PDCL2	NM_152401	N.D.	0
PDCL3	NM_024065	4.92 	5.20881
PDDC1	NM_182612	2.78 	15.2361
PDE11A	NM_016953	N.D.	0.0627244
PDE12	NM_177966	3.51 	5.59737
PDE1A	NM_001003683	3.64 	1.41651
PDE1A	NM_005019	3.64 	1.41651
PDE1B	NM_000924	N.D.	0.0448029
PDE1C	NM_005020	N.D.	12.1341
PDE2A	NM_002599	8.86 	0.00968959
PDE3A	NM_000921	2.70 	0.920041
PDE3B	NM_000922	3.85 	0.020097
PDE4A	NM_006202	5.81 	7.24391
PDE4B	NM_001037340	2.56 	8.03564
PDE4B	NM_002600	2.56 	8.03564
PDE4B	NM_001037339	2.56 	8.03564
PDE4B	NM_001037341	2.56 	8.03564
PDE4C	NM_000923	N.D.	0.0428243
PDE4D	NM_006203	2.41 	0.644146
PDE4DIP	NM_001002811	2.67 	22.4863
PDE4DIP	NM_001002810	2.67 	22.4863
PDE4DIP	NM_022359	2.67 	22.4863
PDE4DIP	NM_001002812	2.67 	22.4863
PDE4DIP	NM_014644	2.67 	22.4863
PDE5A	NM_033437	2.78 	13.039
PDE5A	NM_033430	2.78 	13.039
PDE5A	NM_001083	2.78 	13.039
PDE6A	NM_000440	N.D.	0.00516378
PDE6B	NM_000283	N.D.	0.130714
PDE6C	NM_006204	N.D.	0
PDE6D	NM_002601	10.56 	10.6248
PDE6G	NM_002602	N.D.	0.250604
PDE6H	NM_006205	N.D.	0
PDE7A	NM_002603	2.47 	0.601027
PDE7B	NM_018945	2.38 	0.159691
PDE8A	NM_173454	3.08 	4.0513
PDE8A	NM_002605	3.08 	4.0513
PDE8B	NM_003719	2.94 	1.39599
PDE8B	NM_001029852	2.94 	1.39599
PDE8B	NM_001029854	2.94 	1.39599
PDE8B	NM_001029851	2.94 	1.39599
PDE8B	NM_001029853	2.94 	1.39599
PDE9A	NM_001001583	N.D.	0.0897594
PDE9A	NM_001001585	N.D.	0.0897594
PDE9A	NM_001001581	N.D.	0.0897594
PDE9A	NM_001001576	N.D.	0.0897594
PDE9A	NM_001001570	N.D.	0.0897594
PDE9A	NM_001001584	N.D.	0.0897594
PDE9A	NM_001001575	N.D.	0.0897594
PDE9A	NM_001001580	N.D.	0.0897594
PDE9A	NM_001001569	N.D.	0.0897594
PDE9A	NM_001001568	N.D.	0.0897594
PDE9A	NM_001001574	N.D.	0.0897594
PDE9A	NM_001001572	N.D.	0.0897594
PDE9A	NM_002606	N.D.	0.0897594
PDE9A	NM_001001578	N.D.	0.0897594
PDE9A	NM_001001577	N.D.	0.0897594
PDE9A	NM_001001573	N.D.	0.0897594
PDE9A	NM_001001582	N.D.	0.0897594
PDE9A	NM_001001571	N.D.	0.0897594
PDE9A	NM_001001579	N.D.	0.0897594
PDE9A	NM_001001567	N.D.	0.0897594
PDF	NM_022341	3.39 	7.93111
PDGFA	NM_033023	N.D.	15.8006
PDGFA	NM_002607	N.D.	15.8006
PDGFB	NM_002608	N.D.	0.0174577
PDGFB	NM_033016	N.D.	0.0174577
PDGFC	NM_016205	N.D.	24.7674
PDGFD	NM_025208	3.17 	0.707901
PDGFD	NM_033135	3.17 	0.707901
PDGFRA	NM_006206	N.D.	17.6075
PDGFRB	NM_002609	3.70 	120.494
PDGFRL	NM_006207	9.09 	2.37653
PDHA1	NM_000284	>24	12.3602
PDHA2	NM_005390	N.D.	0
PDHB	NM_000925	11.56 	43.1104
PDHX	NM_003477	8.86 	7.96919
PDIA2	NM_006849	N.D.	0.0274183
PDIA3	NM_005313	>24	61.1751
PDIA4	NM_004911	22.00 	46.2685
PDIA5	NM_006810	2.56 	14.2704
PDIA6	NM_005742	>24	129.84
PDIK1L	NM_152835	2.11 	0.871192
PDILT	NM_174924	N.D.	0
PDK1	NM_002610	3.85 	2.96162
PDK2	NM_002611	10.74 	25.9967
PDK3	NM_005391	20.12 	1.00752
PDK4	NM_002612	2.33 	0.0308506
PDLIM1	NM_020992	14.34 	69.7414
PDLIM2	NM_021630	17.00 	53.9853
PDLIM2	NM_198042	17.00 	53.9853
PDLIM2	NM_176871	17.00 	53.9853
PDLIM3	NM_014476	10.72 	0
PDLIM4	NM_003687	N.D.	9.76623
PDLIM5	NM_001011515	6.00 	14.5613
PDLIM5	NM_001011513	6.00 	14.5613
PDLIM5	NM_001011516	6.00 	14.5613
PDLIM5	NM_006457	6.00 	14.5613
PDLIM7	NM_005451	7.36 	208.224
PDLIM7	NM_203352	7.36 	208.224
PDLIM7	NM_213636	7.36 	208.224
PDP1	NM_018444	2.06 	6.68091
PDP2	NM_020786	2.15 	2.13987
PDPK1	NM_031268	4.13 	4.53724
PDPK1	NM_002613	4.13 	4.53724
PDPN	NM_006474	N.D.	2.31287
PDPN	NM_001006624	N.D.	2.31287
PDPN	NM_198389	N.D.	2.31287
PDPN	NM_001006625	N.D.	2.31287
PDPR	NM_017990	9.67 	3.99307
PDRG1	NM_030815	3.08 	12.1513
PDS5B	NM_015032	2.99 	2.60142
PDSS1	NM_014317	3.17 	1.2186
PDSS2	NM_020381	3.28 	3.64005
PDX1	NM_000209	N.D.	0
PDXDC1	NM_015027	7.00 	22.6929
PDXK	NM_003681	6.73 	28.3595
PDXP	NM_020315	5.93 	6.622
PDYN	NM_024411	N.D.	0
PDZD11	NM_016484	>24	17.7273
PDZD2	NM_178140	N.D.	0.0163633
PDZD3	NM_024791	N.D.	0
PDZD4	NM_032512	N.D.	1.18889
PDZD7	NM_024895	N.D.	0.658496
PDZD8	NM_173791	3.77 	4.53454
PDZD9	NM_173806	N.D.	0.0323706
PDZK1	NM_002614	5.50 	0.0174461
PDZK1IP1	NM_005764	N.D.	0.0544362
PDZRN3	NM_015009	N.D.	8.63737
PDZRN4	NM_013377	N.D.	0
PEA15	NM_003768	7.30 	261.989
PEBP1	NM_002567	>24	126.061
PEBP4	NM_144962	N.D.	0.243408
PECAM1	NM_000442	N.D.	0
PECR	NM_018441	21.82 	2.33775
PEF1	NM_012392	9.66 	39.6379
PEG10	NM_001040152	14.55 	0.78918
PEG10	NM_015068	14.55 	0.78918
PEG3	NM_006210	N.D.	0.0172174
PELI1	NM_020651	2.27 	1.10513
PELI2	NM_021255	2.63 	1.86729
PELI3	NM_145065	3.57 	6.14157
PELO	NM_015946	2.30 	12.842
PELP1	NM_014389	8.80 	13.9498
PEMT	NM_007169	3.17 	28.8606
PEMT	NM_148172	3.17 	28.8606
PEMT	NM_148173	3.17 	28.8606
PENK	NM_006211	N.D.	3.0227
PEPD	NM_000285	>24	55.9297
PER1	NM_002616	4.53 	1.43145
PER2	NM_022817	2.53 	0.646186
PER3	NM_016831	3.57 	1.82193
PERP	NM_022121	>24	75.9506
PES1	NM_014303	6.78 	27.9947
PET112	NM_004564	10.00 	8.17768
PEX1	NM_000466	3.17 	3.09433
PEX10	NM_002617	7.36 	10.4679
PEX10	NM_153818	7.36 	10.4679
PEX11A	NM_003847	2.35 	2.51624
PEX11B	NM_003846	2.94 	14.5686
PEX11G	NM_080662	2.15 	3.5993
PEX12	NM_000286	2.38 	3.69851
PEX13	NM_002618	2.78 	5.97894
PEX14	NM_004565	3.17 	13.9548
PEX16	NM_057174	3.57 	8.95052
PEX16	NM_004813	3.57 	8.95052
PEX19	NM_002857	9.23 	15.3111
PEX2	NM_000318	3.57 	7.25766
PEX26	NM_017929	8.36 	12.1294
PEX3	NM_003630	8.97 	4.68
PEX5	NM_000319	7.47 	12.4634
PEX5L	NM_016559	N.D.	0.015458
PEX6	NM_000287	4.80 	7.16188
PEX7	NM_000288	3.03 	3.74315
PF4	NM_002619	N.D.	0
PF4V1	NM_002620	N.D.	0
PFAS	NM_012393	9.11 	3.97663
PFDN1	NM_002622	8.26 	29.0272
PFDN2	NM_012394	9.11 	46.0815
PFDN4	NM_002623	2.47 	8.66368
PFDN5	NM_002624	>24	340.042
PFDN5	NM_145897	>24	340.042
PFKFB1	NM_002625	N.D.	0.0477909
PFKFB2	NM_001018053	6.91 	2.47302
PFKFB2	NM_006212	6.91 	2.47302
PFKFB3	NM_004566	3.13 	8.17587
PFKFB4	NM_004567	2.90 	1.6789
PFKL	NM_002626	5.33 	71.6844
PFKM	NM_000289	11.04 	23.5579
PFKP	NM_002627	9.80 	46.4449
PFN1	NM_005022	>24	532.12
PFN2	NM_053024	12.73 	76.423
PFN2	NM_002628	12.73 	76.423
PFN3	NM_001029886	N.D.	0
PFN4	NM_199346	N.D.	0.116812
PGA5	NM_014224	N.D.	0.0316831
PGAM1	NM_002629	18.60 	50.295
PGAM2	NM_000290	2.41 	0.823639
PGAM5	NM_138575	9.52 	10.5809
PGAP1	NM_024989	3.13 	0.999043
PGAP2	NM_014489	7.36 	7.07124
PGAP3	NM_033419	5.00 	7.80064
PGBD1	NM_032507	4.71 	1.47199
PGBD2	NM_001017434	2.17 	1.02966
PGBD2	NM_170725	2.17 	1.02966
PGBD3	NM_170753	3.17 	3.03526
PGBD4	NM_152595	N.D.	0.572617
PGC	NM_002630	N.D.	0
PGD	NM_002631	15.43 	71.6088
PGF	NM_002632	8.00 	5.04962
PGGT1B	NM_005023	3.13 	2.98147
PGK1	NM_000291	>24	140.909
PGK2	NM_138733	N.D.	0
PGLS	NM_012088	16.70 	74.0971
PGLYRP1	NM_005091	2.30 	0
PGLYRP2	NM_052890	N.D.	0
PGLYRP3	NM_052891	N.D.	0
PGLYRP4	NM_020393	N.D.	0
PGM1	NM_002633	18.00 	29.5503
PGM2	NM_018290	11.23 	5.34311
PGM2L1	NM_173582	3.33 	1.21153
PGM3	NM_015599	5.54 	12.2842
PGM5	NM_021965	N.D.	10.4189
PGP	NM_001042371	6.48 	4.40269
PGPEP1	NM_017712	3.70 	12.3879
PGR	NM_000926	N.D.	0.0171703
PGRMC1	NM_006667	>24	82.8132
PGRMC2	NM_006320	3.23 	73.9616
PGS1	NM_024419	3.57 	10.7883
PHACTR1	NM_030948	N.D.	1.19955
PHACTR2	NM_014721	3.64 	5.67806
PHACTR3	NM_080672	N.D.	0
PHACTR3	NM_183246	N.D.	0
PHACTR3	NM_183244	N.D.	0
PHACTR4	NM_001048183	3.51 	5.08253
PHACTR4	NM_023923	3.51 	5.08253
PHAX	NM_032177	2.63 	12.8242
PHB	NM_002634	>24	34.3262
PHC1	NM_004426	9.20 	1.04007
PHC2	NM_004427	3.85 	31.5588
PHC2	NM_198040	3.85 	31.5588
PHC3	NM_024947	3.39 	2.5025
PHEX	NM_000444	N.D.	0
PHF1	NM_002636	5.00 	0
PHF1	NM_002636	5.00 	21.3351
PHF1	NM_024165	5.00 	0
PHF1	NM_024165	5.00 	21.3351
PHF10	NM_018288	3.85 	7.23678
PHF10	NM_133325	3.85 	7.23678
PHF11	NM_001040443	3.03 	7.72863
PHF11	NM_001040444	3.03 	7.72863
PHF12	NM_001033561	2.67 	5.43775
PHF12	NM_020889	2.67 	5.43775
PHF13	NM_153812	2.30 	11.057
PHF14	NM_014660	3.39 	6.56349
PHF15	NM_015288	2.90 	3.29197
PHF16	NM_014735	3.70 	2.14975
PHF17	NM_199320	2.70 	6.75006
PHF17	NM_024900	2.70 	6.75006
PHF19	NM_001009936	5.25 	5.15726
PHF19	NM_015651	5.25 	5.15726
PHF2	NM_005392	3.77 	8.29095
PHF20	NM_016436	2.90 	7.63085
PHF20L1	NM_198513	3.45 	8.07541
PHF20L1	NM_032205	3.45 	8.07541
PHF20L1	NM_016018	3.45 	8.07541
PHF21A	NM_016621	3.03 	5.08105
PHF21B	NM_138415	N.D.	0
PHF23	NM_024297	2.17 	23.2739
PHF3	NM_015153	2.78 	5.75309
PHF5A	NM_032758	3.77 	18.8332
PHF6	NM_032335	7.38 	5.61496
PHF6	NM_001015877	7.38 	5.61496
PHF6	NM_032458	7.38 	5.61496
PHF7	NM_016483	2.70 	1.15466
PHF7	NM_173341	2.70 	1.15466
PHF8	NM_015107	5.58 	3.27162
PHGDH	NM_006623	>24	104.15
PHIP	NM_017934	3.28 	3.13102
PHKA1	NM_002637	11.37 	0.652527
PHKA2	NM_000292	3.70 	2.76956
PHKB	NM_000293	>24	10.1511
PHKB	NM_001031835	>24	10.1511
PHKG1	NM_006213	2.25 	0.298897
PHKG2	NM_000294	5.91 	4.5259
PHLDA1	NM_007350	5.71 	8.03617
